"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX33","SX33_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00129430","2019-12-04","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   39",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,"    0",",,7","    0",",,7","   17",",,7","   39",",,7",,,"   44",",,7","   22",",,7","   22",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-05","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,"   11",",,7","    0",",,7","    0",",,7","   33",",,7",,,"   83",",,7","   56",",,7","   33",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-06","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,,"   11",",,7","    6",",,7","   17",",,7","   33",",,7",,,"  111",",,7","   83",",,7","   44",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-07","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800",,,,,"  -11",",,7","   -6",",,7","   11",",,7","   39",",,7",,,"   72",",,7","   44",",,7","   39",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-08","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,"   -6",",,7","   -6",",,7","   11",",,7","   39",",,7",,,"   78",",,7","   50",",,7","   22",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-09","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  132",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,,"   17",",,7","    0",",,7","    6",",,7","   94",",I,7",,,"   61",",,7","   67",",,7","   50",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-10","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,"  -83",",,7,0800",,,,,"  -11",",,7","    6",",,7","   33",",I,7","   39",",,7",,,"   78",",,7","   72",",,7","   56",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-11","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -39",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800",,,,,"  -11",",,7","  -17",",,7","    0",",,7","   39",",,7",,,"    0",",,7","    0",",,7","   17",",I,7","   44",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-12","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -28",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,"  -17",",,7","  -17",",,7","    0",",,7","   22",",,7",,,"    0",",,7","  -11",",,7","   22",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-13","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,"  -33",",,7","  -17",",,7","    0",",,7","    6",",,7",,,"    0",",,7","  -11",",,7","    6",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-14","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,"   -6",",,7","  -17",",,7","  -11",",,7","   22",",,7",,,"   28",",,7","  -11",",,7","   11",",,7","   56",",,7","    1",",,7",,,,,,,,,,,,
"USC00129430","2019-12-15","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,"  -67",",,7,0800",,,,,"    0",",,7","  -22",",,7","  -11",",,7","   33",",,7",,,"   61",",,7","   28",",,7","    6",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-16","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   33",",,7,0800","   51",",,7,0800","   51",",,7,0800","  -17",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,"  -33",",,7,0800",,,,,"    6",",,7","   -6",",,7","    0",",,7","   28",",,7",,,"   17",",,7","    6",",,7","   11",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-17","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","   25",",,7,0800","  -11",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800",,,,,"    0",",,7","   -6",",,7","    6",",,7","   17",",,7",,,"   11",",,7","   -6",",,7","   11",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-18","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","   25",",,7,0800","  -39",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,"  -72",",,7,0800",,,,,"   -6",",,7","  -11",",,7","   -6",",,7","   22",",,7",,,"   11",",,7","   -6",",,7","    6",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-19","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","   25",",,7,0800","  -72",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,," -111",",,7,0800",,,,,"    6",",,7","    0",",,7","    0",",,7","   17",",,7",,,"    6",",,7","    0",",,7","    0",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-20","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -39",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,"  -89",",,7,0800",,,,,"    0",",,7","  -11",",,7","    0",",,7","    6",",,7",,,"    6",",,7","   -6",",,7","   22",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-21","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   39",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,"    0",",,7","    0",",,7","    0",",,7","    0",",,7",,,"    0",",,7","    0",",,7","   28",",,7","    6",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-22","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,"    0",",,7","    0",",,7","    0",",,7","    0",",,7",,,"   78",",,7","   56",",,7","   17",",,7","    0",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-23","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,"    0",",,7","    0",",,7","    0",",,7","    0",",,7",,,"   89",",,7","   78",",,7","   33",",,7","    6",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-24","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"  -33",",,7,0800",,,,,"    6",",,7","    6",",,7","   11",",,7","    6",",,7",,,"  106",",,7","   83",",,7","   44",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-25","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,,,,"    6",",,7","    6",",,7","   22",",,7","   11",",,7",,,"  122",",,7","   89",",,7","   44",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-26","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,"  111",",,7,0800",,,,,"   17",",,7","   11",",,7","   28",",,7","   17",",,7",,,"  139",",,7","  100",",,7","   67",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-27","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,"   56",",,7","   56",",,7","   61",",,7","   39",",,7",,,"  156",",,7","  133",",,7","   89",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-28","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,"   33",",,7","   28",",,7","   44",",,7","   56",",,7",,,"   67",",,7","   50",",,7","   72",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-29","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  102",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,"   39",",,7","   22",",,7","   39",",,7","   56",",,7",,,"  122",",,7","   89",",,7","   83",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-30","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  226",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,"   44",",,7","   44",",,7","   67",",,7","   61",",,7",,,"  133",",,7","  106",",,7","   89",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00129430","2019-12-31","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,"   11",",,7","   11",",,7","   28",",,7","   44",",,7",,,"   50",",,7","   50",",,7","   72",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-01","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0","T,,7,0800","    0","T,,7,0800","    0",",,7,0800","    0",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,"    0",",,7","    0",",,7","   11",",,7","   39",",,7",,,"   11",",,7","   11",",,7","   22",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-02","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,,"   17",",,7","    6",",,7","   17",",,7","   33",",,7",,,"   44",",,7","   56",",,7","   33",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-03","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,,"   17",",,7","    0",",,7","   17",",,7","   33",",,7",,,"  100",",,7","   61",",,7","   44",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-04","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,"   28",",,7","   22",",,7","   33",",,7","   33",",,7",,,"   72",",,7","   56",",,7","   44",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-05","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0","T,,7,0800","    0","T,,7,0800","    0",",,7,0800","   11",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,"  -33",",,7,0800",,,,,"    0",",,7","    0",",,7","   17",",,7","   17",",,7",,,"   28",",,7","   28",",,7","   39",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-06","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,"    6",",,7","   -6",",,7","   17",",,7","   17",",,7",,,"   72",",,7","   44",",,7","   44",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-07","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,"  -44",",,7,0800",,,,,"    0",",,7","   -6",",,7","   11",",,7","   22",",,7",,,"    6",",,7","   39",",,7","   22",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-08","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,,,,"   -6",",,7","   -6",",,7","   11",",,7","   17",",,7",,,"   72",",,7","   44",",,7","   28",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-09","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","    0",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,"   -6",",,7","  -22",",,7","    6",",,7","   17",",,7",,,"   39",",,7","   11",",,7","   17",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-10","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   99",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,"   -6",",,7","  -17",",,7","   11",",,7","   22",",,7",,,"   72",",,7","   39",",,7","   39",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-11","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  457",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,,"   67",",,7","   44",",,7","   33",",,7","   17",",,7",,,"  122",",,7","   94",",,7","   78",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-12","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,"   17",",,7","   11",",,7","   33",",,7","  100",",I,7",,,"  106",",,7","   89",",,7","   78",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-13","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,"   17",",,7","   11",",,7","    0",",,7","   56",",,7",,,"   33",",,7","   22",",,7","   44",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-14","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,"   17",",,7","    6",",,7","    6",",,7","   56",",,7",,,"   56",",,7","   33",",,7","   17",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-15","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,"   17",",,7","    0",",,7","   11",",,7","   44",",,7",,,"   72",",,7","   50",",,7","   33",",,7","   89",",,7","    1",",,7",,,,,,,,,,,,
"USC00129430","2020-01-16","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,"  -50",",,7,0800",,,,,"    6",",,7","    6",",,7","   17",",,7","   44",",,7",,,"   44",",,7","   39",",,7","   28",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-17","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -28",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,"  -67",",,7,0800",,,,,"  -17",",,7","  -11",",,7","    0",",,7","   56",",,7",,,"   44",",,7","   28",",,7","   22",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-18","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  185",",,7,0800","    3",",,7,0800","    0",",,7,0800","   33",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,,"  -22",",,7","   -6",",,7","    0",",,7","    0",",,7",,,"    0",",,7","    0",",,7","    0",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-19","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,," -150",",,7,0800",,,,,"  -50",",,7","  -39",",,7","    0",",,7","    0",",,7",,,"    6",",,7","  -11",",,7","    0",",,7","    0",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-20","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800"," -100",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,," -100",",,7,0800",,,,,"  -56",",,7","  -50",",,7","  -11",",,7","  -11",",,7",,,"  -39",",,7","  -39",",,7","    0",",,7","    0",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-21","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -39",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,," -100",",,7,0800",,,,,"  -50",",,7","  -50",",,7","  -11",",,7","  -11",",,7",,,"    6",",,7","  -17",",,7","    6",",,7","    0",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-22","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","    0",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,,,,"  -44",",,7","  -44",",,7","  -17",",,7","    0",",,7",,,"   11",",,7","  -11",",,7","  -17",",,7","    6",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-23","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,"  -28",",,7","  -39",",,7","  -11",",,7","   -6",",,7",,,"   11",",,7","  -17",",,7","   -6",",,7","    0",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-24","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,,,,"    0",",,7","  -17",",,7","  -11",",,7","    6",",,7",,,"   17",",,7","  -11",",,7","   -6",",,7","   11",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-25","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   13",",,7,0800","    0","T,,7,0800","    0","T,,7,0800","   44",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,"    6",",,7","  -17",",,7","  -11",",,7","   11",",I,7",,,"   11",",,7","  -11",",,7","  -11",",,7","   11",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-26","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   15",",,7,0800","   28",",,7,0800","   25",",,7,0800","    0",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,"    6",",,7","  -17",",,7","  -11",",,7","    0",",,7",,,"    6",",,7","  -11",",,7","  -11",",,7","    0",",I,7",,,,,,,,,,,,,,
"USC00129430","2020-01-27","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   22",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,"    6",",,7","  -17",",,7","  -17",",,7","  -11",",,7",,,"   11",",,7","  -11",",,7","   -6",",,7","   -6",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-28","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   -6",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,"   11",",,7","   -6",",,7","    0",",,7","  -11",",,7",,,"   17",",,7","    0",",,7","    0",",,7","   -6",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-29","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0","T,,7,0800","    0",",,7,0800","   25",",,7,0800","   -6",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,"   17",",,7","  -11",",,7","    0",",,7","  -11",",,7",,,"   17",",,7","  -11",",,7","    0",",,7","   -6",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-30","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","    6",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,"   17",",,7","  -17",",,7","   -6",",,7","   -6",",,7",,,"   17",",,7","  -11",",,7","   -6",",,7","    0",",,7",,,,,,,,,,,,,,
"USC00129430","2020-01-31","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    3",",,7,0800","    3",",,7,0800","    0","T,,7,0800","   11",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,"    6",",,7","  -11",",,7","    0",",,7","    0",",I,7",,,"   11",",,7","  -11",",,7","    0",",,7","   -6",",I,7",,,,,,,,,,,,,,
"USC00129430","2020-02-01","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   51",",,7,0800","    3",",,7,0800","    0",",,7,0800","   28",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,"    6",",,7","  -11",",,7","    0",",,7","    0",",,7",,,"   44",",,7","   17",",,7","   11",",,7","    0",",,7",,,,,,,,,,,,,,
"USC00129430","2020-02-02","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,,"    6",",,7","    0",",,7","    0",",,7","    6",",,7",,,"   44",",,7","   17",",,7","    0",",I,7","   11",",,7",,,,,,,,,,,,,,
"USC00129430","2020-02-03","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,"   11",",,7","   -6",",,7","   11",",I,7","  -11",",,7",,,"  139",",,7","  100",",,7","   44",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00129430","2020-02-04","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,,"   17",",,7","    6",",,7","   39",",,7","  -11",",,7",,,"  117",",,7","   61",",,7","   50",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00129430","2020-02-05","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0","T,,7,0800","    0","T,,7,0800","    0","T,,7,0800","   33",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,"    6",",,7","    6",",,7","   17",",,7","   50",",I,7",,,"   33",",,7","   39",",,7","   33",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00129430","2020-02-06","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   30",",,7,0800","   13",",,7,0800","    0",",,7,0800","    6",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -33",",,7,0800",,,,,"    0",",,7","    0",",,7","    0",",,7","   -6",",,7",,,"   22",",,7","    6",",,7","   22",",,7","    6",",I,7",,,,,,,,,,,,,,
